Port landed,Week beginning,Species name,Live Weight (KG),Landed Weight (KG),Value in pounds
Stromness,02/12/2018,Crabs - Velvet (Swim),414,414,1517.12
Stromness,02/12/2018,Green Crab,156,156,156
Stromness,02/12/2018,Lobsters,63.6,63.6,1249.35
Stromness,02/12/2018,Scallops,1781,1781,4808.7
Stromness,09/12/2018,Crabs (C.P.Mixed Sexes),21025,21025,41896.53
Stromness,09/12/2018,Crabs - Velvet (Swim),240,240,927.57
Stromness,09/12/2018,Green Crab,93,93,88.94
Stromness,09/12/2018,Lobsters,16.9,16.9,326.58
Stromness,09/12/2018,Scallops,239,239,884.3
Stromness,16/12/2018,Crabs (C.P.Mixed Sexes),31654,31654,68484.07
Stromness,16/12/2018,Crabs - Velvet (Swim),944,944,4884.62
Stromness,16/12/2018,Green Crab,702,702,702
Stromness,16/12/2018,Lobsters,53.9,53.9,1149.38
Stromness,16/12/2018,Scallops,2182.9,2182.9,6403.52
Stromness,23/12/2018,Crabs (C.P.Mixed Sexes),16539,16539,53388.66
Stromness,23/12/2018,Crabs - Velvet (Swim),426,426,1847.21
Stromness,23/12/2018,Green Crab,1070,1070,1046.2
Stromness,23/12/2018,Lobsters,39.9,39.9,775.14
Stromness,23/12/2018,Scallops,1187.5,1187.5,2502.23
Stromness,30/12/2018,Crabs (C.P.Mixed Sexes),5324.9,5324.9,2905.82
Stromness,30/12/2018,Crabs - Velvet (Swim),316,316,1387.24
Stromness,30/12/2018,Green Crab,356,356,337.03
Stromness,30/12/2018,Lobsters,15.9,15.9,311.66
Stromness,30/12/2018,Scallops,1385,1385,3045.3
Stromness,06/01/2019,Crabs (C.P.Mixed Sexes),11817,11817,31437.38
Stromness,06/01/2019,Crabs - Velvet (Swim),414,414,1536.16
Stromness,06/01/2019,Green Crab,149,149,149
Stromness,06/01/2019,Lobsters,14.1,14.1,301.8
Stromness,06/01/2019,Scallops,983.6,983.6,3447.44
Stromness,13/01/2019,Crabs (C.P.Mixed Sexes),32016,32016,90315.61
Stromness,13/01/2019,Crabs - Velvet (Swim),374,374,1099.29
Stromness,13/01/2019,Green Crab,473,473,468.87
Stromness,13/01/2019,Lobsters,26.1,26.1,555
Stromness,13/01/2019,Scallops,968.6,968.6,2735.12
Stromness,20/01/2019,Crabs (C.P.Mixed Sexes),22637,22637,46572.52
Stromness,20/01/2019,Crabs - Velvet (Swim),607,607,1740.93
Stromness,20/01/2019,Green Crab,618,618,605
Stromness,20/01/2019,Lobsters,28.2,28.2,551.86
Stromness,20/01/2019,Scallops,978.4,978.4,2281.12
Stromness,27/01/2019,Crabs (C.P.Mixed Sexes),10574,10574,20611.42
Stromness,27/01/2019,Crabs - Velvet (Swim),231,231,637.62
Stromness,27/01/2019,Green Crab,429,429,417.5
Stromness,27/01/2019,Lobsters,17.1,17.1,328.72
Stromness,27/01/2019,Scallops,1562.2,1562.2,4784.14
Stromness,03/02/2019,Crabs (C.P.Mixed Sexes),20973.2,20973.2,54053.61
Stromness,03/02/2019,Crabs - Velvet (Swim),470,470,1803.23
Stromness,03/02/2019,Green Crab,436.8,436.8,415.65
Stromness,03/02/2019,Lobsters,56.2,56.2,1032.97
Stromness,03/02/2019,Scallops,1273.3,1273.3,4690.5
Stromness,03/02/2019,Whelks,55,55,69.3
Stromness,10/02/2019,Crabs (C.P.Mixed Sexes),975,975,2634.34
Stromness,10/02/2019,Crabs - Velvet (Swim),546,546,1890.91
Stromness,10/02/2019,Green Crab,845,845,866.1
Stromness,10/02/2019,Lobsters,24.3,24.3,494
Stromness,10/02/2019,Scallops,2014.3,2014.3,6538.91
Stromness,10/02/2019,Whelks,268,268,337.68
Stromness,17/02/2019,Crabs (C.P.Mixed Sexes),8080.1,8080.1,6653.86
Stromness,17/02/2019,Crabs - Velvet (Swim),409,409,1519.95
Stromness,17/02/2019,Green Crab,665,665,665
Stromness,17/02/2019,Lobsters,4.3,4.3,83.2
Stromness,17/02/2019,Scallops,1921.3,1921.3,7108.81
Stromness,17/02/2019,Whelks,318,318,400.68
Stromness,24/02/2019,Crabs (C.P.Mixed Sexes),8285.1,8285.1,15166.33
Stromness,24/02/2019,Crabs - Velvet (Swim),357,357,1470.79
Stromness,24/02/2019,Green Crab,1462,1462,1498.5
Stromness,24/02/2019,Lobsters,42,42,840.9
Stromness,24/02/2019,Scallops,3230.9,3230.9,10619.5
Stromness,24/02/2019,Whelks,898,898,1131.48
Stromness,03/03/2019,Crabs (C.P.Mixed Sexes),11626.9,11626.9,21576.57
Stromness,03/03/2019,Crabs - Velvet (Swim),299,299,1231.12
Stromness,03/03/2019,Green Crab,342,342,342
Stromness,03/03/2019,Lobsters,23.6,23.6,450.75
Stromness,03/03/2019,Scallops,1754,1754,3601.81
Stromness,03/03/2019,Whelks,1523,1523,1918.98
Stromness,10/03/2019,Crabs (C.P.Mixed Sexes),6791,6791,9351.46
Stromness,10/03/2019,Crabs - Velvet (Swim),378,378,1525.27
Stromness,10/03/2019,Green Crab,271,271,280
Stromness,10/03/2019,Lobsters,34.5,34.5,677.62
Stromness,10/03/2019,Scallops,1364.1,1364.1,5047.17
Stromness,10/03/2019,Whelks,1874,1874,2361.24
Stromness,17/03/2019,Crabs (C.P.Mixed Sexes),9256.1,9256.1,19238.76
Stromness,17/03/2019,Crabs - Velvet (Swim),352,352,1422.13
Stromness,17/03/2019,Green Crab,661,661,679
Stromness,17/03/2019,Lobsters,78.6,78.6,1661.2
Stromness,17/03/2019,Scallops,1561,1561,3688.81
Stromness,17/03/2019,Whelks,3175,3175,3966.86
Stromness,24/03/2019,Crabs (C.P.Mixed Sexes),5301,5301,15299.41
Stromness,24/03/2019,Crabs - Velvet (Swim),87,87,374.9
Stromness,24/03/2019,Green Crab,267,267,293.7
Stromness,24/03/2019,Lobsters,6.5,6.5,142.25
Stromness,24/03/2019,Scallops,300.7,300.7,1112.59
Stromness,24/03/2019,Whelks,4051,4051,4949.19
Stromness,31/03/2019,Crabs (C.P.Mixed Sexes),10453,10453,27882.07
Stromness,31/03/2019,Crabs - Velvet (Swim),328,328,1347.02
Stromness,31/03/2019,Green Crab,503,503,508.48
Stromness,31/03/2019,Lobsters,37.1,37.1,759.19
Stromness,31/03/2019,Nephrops (Norway Lobster),29,29,191.4
Stromness,31/03/2019,Scallops,1317.9,1317.9,2338.35
Stromness,31/03/2019,Whelks,2872,2872,3483.42
Stromness,07/04/2019,Crabs (C.P.Mixed Sexes),8187,8187,29533.13
Stromness,07/04/2019,Crabs - Velvet (Swim),158,158,655.82
Stromness,07/04/2019,Green Crab,182,182,182
Stromness,07/04/2019,Lobsters,94,94,1971.67
Stromness,07/04/2019,Queen Scallops,140,140,279
Stromness,07/04/2019,Scallops,1207,1207,4465.9
Stromness,07/04/2019,Whelks,1770,1770,2189.61
Stromness,14/04/2019,Crabs (C.P.Mixed Sexes),3301,3301,16590.32
Stromness,14/04/2019,Crabs - Velvet (Swim),122,122,503
Stromness,14/04/2019,Lobsters,99.7,99.7,1929.76
Stromness,14/04/2019,Scallops,1397.8,1397.8,4193.4
Stromness,14/04/2019,Whelks,2936,2936,3380.86
Stromness,21/04/2019,Crabs (C.P.Mixed Sexes),9190.4,9190.4,23057.37
Stromness,21/04/2019,Crabs - Velvet (Swim),135,135,592.65
Stromness,21/04/2019,Green Crab,102,102,94.86
Stromness,21/04/2019,Lobsters,85.1,85.1,1513.6
Stromness,21/04/2019,Queen Scallops,200,200,443.48
Stromness,21/04/2019,Scallops,754.1,754.1,2782.79
Stromness,21/04/2019,Whelks,2717,2717,3297.6
Stromness,28/04/2019,Crabs (C.P.Mixed Sexes),1065,1065,3303.34
Stromness,28/04/2019,Crabs - Velvet (Swim),48,48,195.6
Stromness,28/04/2019,Green Crab,96,96,105.6
Stromness,28/04/2019,Lobsters,33.3,33.3,552.01
Stromness,28/04/2019,Queen Scallops,240,240,360
Stromness,28/04/2019,Scallops,764.8,764.8,2294.4
Stromness,28/04/2019,Whelks,1913,1913,2295.6
Stromness,05/05/2019,Crabs (C.P.Mixed Sexes),6428.1,6428.1,30105.97
Stromness,05/05/2019,Crabs - Velvet (Swim),173,173,698.87
Stromness,05/05/2019,Green Crab,79,79,76.13
Stromness,05/05/2019,Lobsters,137.9,137.9,1758.56
Stromness,05/05/2019,Scallops,1403.9,1403.9,5150.57
Stromness,05/05/2019,Whelks,2730,2730,3112.14
Stromness,12/05/2019,Crabs (C.P.Mixed Sexes),7252,7252,37421.78
Stromness,12/05/2019,Crabs - Velvet (Swim),137,137,506.67
Stromness,12/05/2019,Green Crab,35,35,35
Stromness,12/05/2019,Lobsters,309,309,3989.2
Stromness,12/05/2019,Scallops,2406.4,2406.4,8894.5
Stromness,12/05/2019,Whelks,2753,2753,3303.6
Stromness,19/05/2019,Ballan Wrasse,3,3,292.31
Stromness,19/05/2019,Crabs (C.P.Mixed Sexes),11153.9,11153.9,61624.66
Stromness,19/05/2019,Crabs - Velvet (Swim),67,67,186.44
Stromness,19/05/2019,Green Crab,17,17,17
Stromness,19/05/2019,Lobsters,105.3,105.3,1396.75
Stromness,19/05/2019,Saithe,80,80,220
Stromness,19/05/2019,Scallops,438.6,438.6,1315.8
Stromness,19/05/2019,Whelks,2184,2184,2620.8
Stromness,26/05/2019,Crabs (C.P.Mixed Sexes),10227.9,10227.9,48608.75
Stromness,26/05/2019,Crabs - Velvet (Swim),103,103,266.71
Stromness,26/05/2019,Green Crab,403,403,443.3
Stromness,26/05/2019,Lobsters,92.9,92.9,1098
Stromness,26/05/2019,Scallops,1436.5,1436.5,5255.61
Stromness,26/05/2019,Whelks,2906,2906,3487.2
Stromness,02/06/2019,Crabs (C.P.Mixed Sexes),23691,23691,69853.47
Stromness,02/06/2019,Crabs - Velvet (Swim),117,117,314.82
Stromness,02/06/2019,Green Crab,455,455,500.5
Stromness,02/06/2019,Haddock,50,50,49
Stromness,02/06/2019,Lobsters,176.4,176.4,2086.6
Stromness,02/06/2019,Pollack,40,40,43.2
Stromness,02/06/2019,Saithe,30,30,82.5
Stromness,02/06/2019,Scallops,988,988,3617.21
Stromness,02/06/2019,Whelks,2296,2296,2755.2
Stromness,09/06/2019,Crabs (C.P.Mixed Sexes),23873.3,23873.3,59126.21
Stromness,09/06/2019,Crabs - Velvet (Swim),75,75,207.95
Stromness,09/06/2019,Lobsters,113.5,113.5,1350.44
Stromness,09/06/2019,Queen Scallops,150,150,150
Stromness,09/06/2019,Scallops,1413.1,1413.1,5203.96
Stromness,16/06/2019,Crabs (C.P.Mixed Sexes),23230,23230,57496.8
Stromness,16/06/2019,Crabs - Velvet (Swim),53,53,131.59
Stromness,16/06/2019,Green Crab,400,400,440
Stromness,16/06/2019,Lobsters,136.6,136.6,1497.95
Stromness,16/06/2019,Queen Scallops,272,272,407.2
Stromness,16/06/2019,Scallops,1649.8,1649.8,5466
Stromness,23/06/2019,Crabs (C.P.Mixed Sexes),23598.9,23598.9,53548.63
Stromness,23/06/2019,Crabs - Velvet (Swim),147,147,396.08
Stromness,23/06/2019,Green Crab,149,149,163.9
Stromness,23/06/2019,Lobsters,186.2,186.2,2035.98
Stromness,23/06/2019,Scallops,2033.1,2033.1,7162.85
Stromness,23/06/2019,Whelks,2140.1,2140.1,2405.97
Stromness,30/06/2019,Crabs (C.P.Mixed Sexes),25084.9,25084.9,56773.5
Stromness,30/06/2019,Crabs - Velvet (Swim),49,49,104.8
Stromness,30/06/2019,Green Crab,138,138,151.8
Stromness,30/06/2019,Lobsters,49.7,49.7,545.26
Stromness,30/06/2019,Scallops,1386.6,1386.6,3970.2
Stromness,30/06/2019,Whelks,3414.1,3414.1,3979.81
Stromness,07/07/2019,Ballan Wrasse,9,9,900
Stromness,07/07/2019,Cod,40,40,110
Stromness,07/07/2019,Crabs (C.P.Mixed Sexes),33036,33036,72633.29
Stromness,07/07/2019,Crabs - Velvet (Swim),162,162,401.65
Stromness,07/07/2019,Green Crab,327,327,359.7
Stromness,07/07/2019,Haddock,50,50,43.5
Stromness,07/07/2019,Lobsters,205.6,205.6,2433.83
Stromness,07/07/2019,Pollack,50,50,213.5
Stromness,07/07/2019,Saithe,25,25,5
Stromness,07/07/2019,Scallops,2290.2,2290.2,7128.59
Stromness,07/07/2019,Whelks,3891,3891,4688.93
Stromness,14/07/2019,Ballan Wrasse,18,18,559.44
Stromness,14/07/2019,Crabs (C.P.Mixed Sexes),24799.8,24799.8,46289.4
Stromness,14/07/2019,Crabs - Velvet (Swim),471,471,1109.18
Stromness,14/07/2019,Green Crab,340,340,374
Stromness,14/07/2019,Lobsters,373.7,373.7,4431.72
Stromness,14/07/2019,Scallops,2968.1,2968.1,10946.29
Stromness,14/07/2019,Whelks,3427,3427,3047.86
Stromness,21/07/2019,Ballan Wrasse,75,75,6121.6
Stromness,21/07/2019,Cod,30,30,82.5
Stromness,21/07/2019,Crabs (C.P.Mixed Sexes),29589.2,29589.2,57405.07
Stromness,21/07/2019,Crabs - Velvet (Swim),315,315,675.33
Stromness,21/07/2019,Green Crab,72,72,79.2
Stromness,21/07/2019,Haddock,30,30,26.1
Stromness,21/07/2019,Lobsters,334,334,3977.54
Stromness,21/07/2019,Saithe,25,25,5
Stromness,21/07/2019,Scallops,1851.6,1851.6,5741.87
Stromness,21/07/2019,Whelks,769,769,922.8
Stromness,28/07/2019,Ballan Wrasse,33,33,3291.98
Stromness,28/07/2019,Crabs (C.P.Mixed Sexes),28268.9,28268.9,54362.78
Stromness,28/07/2019,Crabs - Velvet (Swim),649,649,1656.77
Stromness,28/07/2019,Green Crab,102,102,112.2
Stromness,28/07/2019,Lobsters,490.9,490.9,5839.38
Stromness,28/07/2019,Scallops,608,608,2249.6
Stromness,28/07/2019,Whelks,2667,2667,3329.93
Stromness,04/08/2019,Ballan Wrasse,76,76,6213.7
Stromness,04/08/2019,Cod,20,20,55
Stromness,04/08/2019,Crabs (C.P.Mixed Sexes),26180.2,26180.2,43482.21
Stromness,04/08/2019,Crabs - Velvet (Swim),518,518,1323.6
Stromness,04/08/2019,Haddock,35,35,30.45
Stromness,04/08/2019,Lobsters,466.4,466.4,5530.26
Stromness,04/08/2019,Saithe,25,25,5
Stromness,04/08/2019,Scallops,651,651,2394.92
Stromness,04/08/2019,Whelks,1964,1964,2362.44
Stromness,11/08/2019,Ballan Wrasse,55,55,5500
Stromness,11/08/2019,Crabs (C.P.Mixed Sexes),23298.1,23298.1,38832.35
Stromness,11/08/2019,Crabs - Velvet (Swim),775,775,1986.27
Stromness,11/08/2019,Green Crab,123,123,135.3
Stromness,11/08/2019,Gurnards - Grey,200,200,98
Stromness,11/08/2019,Lobsters,415.8,415.8,4936.18
Stromness,11/08/2019,Nursehound,520,520,124.8
Stromness,11/08/2019,Queen Scallops,90,90,90
Stromness,11/08/2019,Scallops,228.6,228.6,546.31
Stromness,11/08/2019,Whelks,3212,3212,3823.3
Stromness,18/08/2019,Ballan Wrasse,45,45,4500
Stromness,18/08/2019,Crabs (C.P.Mixed Sexes),26138.9,26138.9,48967.94
Stromness,18/08/2019,Crabs - Velvet (Swim),956,956,2447.68
Stromness,18/08/2019,Green Crab,203,203,203
Stromness,18/08/2019,Lobsters,379.2,379.2,4627.62
Stromness,18/08/2019,Queen Scallops,80,80,128.8
Stromness,18/08/2019,Whelks,1588,1588,1867.69
Stromness,25/08/2019,Ballan Wrasse,27,27,2700
Stromness,25/08/2019,Crabs (C.P.Mixed Sexes),25429,25429,43978.68
Stromness,25/08/2019,Crabs - Velvet (Swim),549,549,1428.81
Stromness,25/08/2019,Lobsters,351.3,351.3,4395.7
Stromness,25/08/2019,Queen Scallops,180,180,180
Stromness,25/08/2019,Whelks,446,446,851.79
Stromness,01/09/2019,Ballan Wrasse,82,82,6797.54
Stromness,01/09/2019,Cod,25,25,68.75
Stromness,01/09/2019,Crabs (C.P.Mixed Sexes),29195.9,29195.9,52970.8
Stromness,01/09/2019,Crabs - Velvet (Swim),726,726,1860.53
Stromness,01/09/2019,Green Crab,173,173,184.1
Stromness,01/09/2019,Haddock,30,30,26.1
Stromness,01/09/2019,Lobsters,351,351,4445.56
Stromness,01/09/2019,Saithe,25,25,5
Stromness,08/09/2019,Ballan Wrasse,35,35,3500
Stromness,08/09/2019,Crabs (C.P.Mixed Sexes),24391,24391,45880.23
Stromness,08/09/2019,Crabs - Velvet (Swim),679,679,1431.46
Stromness,08/09/2019,Green Crab,358,358,374.7
Stromness,08/09/2019,Lobsters,132.5,132.5,1703.4
Stromness,08/09/2019,Whelks,175,175,262.5
Stromness,15/09/2019,Ballan Wrasse,13,13,1300
Stromness,15/09/2019,Crabs (C.P.Mixed Sexes),25820.4,25820.4,72359
Stromness,15/09/2019,Crabs - Velvet (Swim),503,503,1012.02
Stromness,15/09/2019,Green Crab,204,204,215.4
Stromness,15/09/2019,Lobsters,327.5,327.5,4381.26
Stromness,22/09/2019,Crabs (C.P.Mixed Sexes),48023.6,48023.6,95544.62
Stromness,22/09/2019,Crabs - Velvet (Swim),899,899,1872.42
Stromness,22/09/2019,Lobsters,864.7,864.7,11604.67
Stromness,29/09/2019,Ballan Wrasse,66,66,9289.2
Stromness,29/09/2019,Crabs (C.P.Mixed Sexes),37242.1,37242.1,58529.55
Stromness,29/09/2019,Crabs - Velvet (Swim),986,986,1973.6
Stromness,29/09/2019,Green Crab,655,655,719.2
Stromness,29/09/2019,Haddock,30,30,28.2
Stromness,29/09/2019,Lobsters,717.5,717.5,9969.96
Stromness,29/09/2019,Pollack,40,40,41.6
Stromness,29/09/2019,Saithe,25,25,1.75
Stromness,06/10/2019,Ballan Wrasse,9,9,900
Stromness,06/10/2019,Crabs (C.P.Mixed Sexes),32520.9,32520.9,50083.28
Stromness,06/10/2019,Crabs - Velvet (Swim),810,810,1803.57
Stromness,06/10/2019,Green Crab,745,745,777.14
Stromness,06/10/2019,Lobsters,84.7,84.7,1268.15
Stromness,06/10/2019,Queen Scallops,61.8,61.8,82.84
Stromness,06/10/2019,Scallops,708,708,2584.2
Stromness,13/10/2019,Ballan Wrasse,40,40,4000
Stromness,13/10/2019,Crabs (C.P.Mixed Sexes),22965.1,22965.1,50292.83
Stromness,13/10/2019,Crabs - Velvet (Swim),1037,1037,2184.81
Stromness,13/10/2019,Green Crab,355,355,386.2
Stromness,13/10/2019,Lobsters,372.6,372.6,5866.16
Stromness,13/10/2019,Saithe,60,60,4.2
Stromness,13/10/2019,Scallops,1997,1997,5991
Stromness,13/10/2019,Whelks,75,75,94.5
Stromness,20/10/2019,Ballan Wrasse,17,17,1700
Stromness,20/10/2019,Crabs (C.P.Mixed Sexes),25145,25145,55307.79
Stromness,20/10/2019,Crabs - Velvet (Swim),479,479,976.83
Stromness,20/10/2019,Haddock,30,30,28.2
Stromness,20/10/2019,Lobsters,33.9,33.9,530.84
Stromness,20/10/2019,Pollack,30,30,31.2
Stromness,20/10/2019,Saithe,20,20,1.4
Stromness,20/10/2019,Scallops,450,450,1350
Stromness,20/10/2019,Whelks,143,143,214.5
Stromness,27/10/2019,Crabs (C.P.Mixed Sexes),29114.5,29114.5,38934.11
Stromness,27/10/2019,Crabs - Velvet (Swim),873,873,1990.8
Stromness,27/10/2019,Lobsters,313.5,313.5,5188.39
Stromness,27/10/2019,Queen Scallops,100,100,100
Stromness,27/10/2019,Scallops,1097,1097,4278.3
Stromness,03/11/2019,Crabs (C.P.Mixed Sexes),23462.9,23462.9,31223.39
Stromness,03/11/2019,Crabs - Velvet (Swim),1609,1609,3721.14
Stromness,03/11/2019,Green Crab,762,762,838.2
Stromness,03/11/2019,Lobsters,306.2,306.2,6208.84
Stromness,10/11/2019,Ballan Wrasse,29,29,5551.38
Stromness,10/11/2019,Cod,20,20,29.4
Stromness,10/11/2019,Crabs (C.P.Mixed Sexes),22382,22382,29044.99
Stromness,10/11/2019,Crabs - Velvet (Swim),1776,1776,4244.05
Stromness,10/11/2019,Green Crab,820,820,902
Stromness,10/11/2019,Haddock,30,30,28.2
Stromness,10/11/2019,Lobsters,63.5,63.5,1305
Stromness,10/11/2019,Saithe,30,30,2.1
Stromness,17/11/2019,Crabs (C.P.Mixed Sexes),20763.1,20763.1,20843.54
Stromness,17/11/2019,Crabs - Velvet (Swim),1844,1844,4207.07
Stromness,17/11/2019,Green Crab,713,713,763.42
Stromness,17/11/2019,Lobsters,88.3,88.3,1745.24
Stromness,24/11/2019,Crabs (C.P.Mixed Sexes),18257.9,18257.9,24049.26
Stromness,24/11/2019,Crabs - Velvet (Swim),1853,1853,4411.11
Stromness,24/11/2019,Green Crab,561,561,586.2
Stromness,24/11/2019,Lobsters,130.4,130.4,2692.36
Stromness,01/12/2019,Crabs (C.P.Mixed Sexes),9007,9007,10362.5
Stromness,01/12/2019,Crabs - Velvet (Swim),877,877,2271.84
Stromness,01/12/2019,Green Crab,244,244,268.4
Stromness,01/12/2019,Lobsters,74.7,74.7,1756.69
Stromness,01/12/2019,Scallops,860,860,3354
Stromness,08/12/2019,Crabs (C.P.Mixed Sexes),12401,12401,16333.58
Stromness,08/12/2019,Crabs - Velvet (Swim),987,987,2935.96
Stromness,08/12/2019,Green Crab,205,205,200.9
Stromness,08/12/2019,Lobsters,25.1,25.1,623
Stromness,08/12/2019,Scallops,236,236,920.4
Stromness,15/12/2019,Crabs (C.P.Mixed Sexes),14257,14257,22865.94
Stromness,15/12/2019,Crabs - Velvet (Swim),923,923,3926.23
Stromness,15/12/2019,Green Crab,181,181,181
Stromness,15/12/2019,Lobsters,17.6,17.6,435
Stromness,22/12/2019,Crabs (C.P.Mixed Sexes),11309.9,11309.9,36995.53
Stromness,22/12/2019,Crabs - Velvet (Swim),480,480,1931.16
Stromness,22/12/2019,Green Crab,664,664,730.4
Stromness,22/12/2019,Lobsters,5.8,5.8,145
Stromness,22/12/2019,Queen Scallops,210,210,210
Stromness,29/12/2019,Crabs (C.P.Mixed Sexes),268,268,628.65
Stromness,29/12/2019,Crabs - Velvet (Swim),844,844,3200.44
Stromness,29/12/2019,Lobsters,18,18,443.45
Stromness,05/01/2020,Crabs (C.P.Mixed Sexes),11192,11192,20535.86
Stromness,05/01/2020,Crabs - Velvet (Swim),489,489,1794.06
Stromness,05/01/2020,Green Crab,151,151,151
Stromness,05/01/2020,Lobsters,5.5,5.5,133.6
Stromness,19/01/2020,Crabs (C.P.Mixed Sexes),11689.9,11689.9,45275.56
Stromness,19/01/2020,Crabs - Velvet (Swim),234,234,684.8
Stromness,19/01/2020,Green Crab,106,106,116.6
Stromness,19/01/2020,Lobsters,11.6,11.6,230
Stromness,19/01/2020,Nephrops (Norway Lobster),1.9,1.9,36.1
Stromness,26/01/2020,Crabs (C.P.Mixed Sexes),5730,5730,14259.8
Stromness,26/01/2020,Crabs - Velvet (Swim),436,436,1085.1
Stromness,26/01/2020,Green Crab,297,297,316.5
Stromness,26/01/2020,Lobsters,12.4,12.4,251
Stromness,26/01/2020,Nephrops (Norway Lobster),17.5,17.5,244.35
Stromness,26/01/2020,Queen Scallops,470,470,840
Stromness,26/01/2020,Scallops,410,410,877.4
Stromness,26/01/2020,Whelks,640,640,774.3
Stromness,02/02/2020,Crabs (C.P.Mixed Sexes),8768,8768,24611.61
Stromness,02/02/2020,Crabs - Velvet (Swim),453,453,1092.79
Stromness,02/02/2020,Green Crab,21.4,21.4,21.4
Stromness,02/02/2020,Lobsters,40,40,815.15
Stromness,02/02/2020,Nephrops (Norway Lobster),16.5,16.5,215.5
Stromness,02/02/2020,Queen Scallops,110,110,220
Stromness,02/02/2020,Whelks,1005,1005,1155.46
Stromness,09/02/2020,Crabs (C.P.Mixed Sexes),5733.9,5733.9,7192.59
Stromness,09/02/2020,Crabs - Velvet (Swim),331,331,993.72
Stromness,09/02/2020,Green Crab,318,318,318
Stromness,09/02/2020,Lobsters,15.6,15.6,312
Stromness,09/02/2020,Whelks,372,372,446.4
Stromness,16/02/2020,Crabs (C.P.Mixed Sexes),4254,4254,11092.45
Stromness,16/02/2020,Crabs - Velvet (Swim),219,219,772
Stromness,16/02/2020,Green Crab,258,258,258
Stromness,16/02/2020,Nephrops (Norway Lobster),28,28,361.5
Stromness,16/02/2020,Whelks,700,700,798.97
Stromness,23/02/2020,Crabs (C.P.Mixed Sexes),2077,2077,823.95
Stromness,23/02/2020,Crabs - Velvet (Swim),379,379,1330.94
Stromness,23/02/2020,Green Crab,391,391,391
Stromness,23/02/2020,Haddock,50,50,49.5
Stromness,23/02/2020,Lobsters,26.3,26.3,514.49
Stromness,23/02/2020,Pollack,50,50,50
Stromness,23/02/2020,Saithe,50,50,9.5
Stromness,23/02/2020,Whelks,873,873,1047.6
Stromness,01/03/2020,Crabs (C.P.Mixed Sexes),13644.1,13644.1,28203.36
Stromness,01/03/2020,Crabs - Velvet (Swim),312,312,987.08
Stromness,01/03/2020,Green Crab,569,569,582
Stromness,01/03/2020,Lobsters,44.8,44.8,978.24
Stromness,01/03/2020,Nephrops (Norway Lobster),22.1,22.1,280.35
Stromness,01/03/2020,Whelks,4950,4950,5926.03
Stromness,08/03/2020,Crabs (C.P.Mixed Sexes),3666.9,3666.9,9537.85
Stromness,08/03/2020,Crabs - Velvet (Swim),52,52,200.7
Stromness,08/03/2020,Green Crab,241,241,216.9
Stromness,08/03/2020,Lobsters,5,5,93.43
Stromness,08/03/2020,Nephrops (Norway Lobster),20,20,227.76
Stromness,08/03/2020,Queen Scallops,40,40,80
Stromness,08/03/2020,Scallops,10,10,40
Stromness,08/03/2020,Whelks,4889,4889,5517.87
Stromness,15/03/2020,Crabs (C.P.Mixed Sexes),3866,3866,6078.9
Stromness,15/03/2020,Crabs - Velvet (Swim),9,9,22
Stromness,15/03/2020,Green Crab,207,207,186.3
Stromness,15/03/2020,Lobsters,3.7,3.7,37
Stromness,15/03/2020,Whelks,3478,3478,3879.62
Stromness,22/03/2020,Crabs (C.P.Mixed Sexes),11157,11157,19025.59
Stromness,22/03/2020,Whelks,5312,5312,5688.63
Stromness,29/03/2020,Crabs - Velvet (Swim),4,4,12
Stromness,29/03/2020,Green Crab,224,224,201.6
Stromness,29/03/2020,Lobsters,1,1,10
Stromness,29/03/2020,Whelks,2870,2870,2979
Stromness,05/04/2020,Crabs (C.P.Mixed Sexes),6666,6666,21279.04
Stromness,05/04/2020,Crabs - Velvet (Swim),101,101,262.28
Stromness,05/04/2020,Green Crab,303,303,272.7
Stromness,05/04/2020,Lobsters,5.5,5.5,55
Stromness,05/04/2020,Whelks,1918,1918,1918
Stromness,12/04/2020,Crabs (C.P.Mixed Sexes),5985.1,5985.1,18631.87
Stromness,12/04/2020,Crabs - Velvet (Swim),167,167,423.66
Stromness,12/04/2020,Green Crab,282,282,253.8
Stromness,12/04/2020,Lobsters,5.4,5.4,63.52
Stromness,12/04/2020,Whelks,3226,3226,3359
Stromness,19/04/2020,Crabs (C.P.Mixed Sexes),7179.2,7179.2,20159.03
Stromness,19/04/2020,Crabs - Velvet (Swim),122,122,317.98
Stromness,19/04/2020,Green Crab,421,421,384.9
Stromness,19/04/2020,Lobsters,149.9,149.9,1776.82
Stromness,19/04/2020,Whelks,4727,4727,5006.5
Stromness,26/04/2020,Cod,30,30,57
Stromness,26/04/2020,Crabs (C.P.Mixed Sexes),7285,7285,10611.88
Stromness,26/04/2020,Crabs - Velvet (Swim),20,20,46.5
Stromness,26/04/2020,Green Crab,339,339,305.1
Stromness,26/04/2020,Haddock,50.1,50.1,54.5
Stromness,26/04/2020,Lobsters,146.2,146.2,1429.6
Stromness,26/04/2020,Pollack,50,50,50
Stromness,26/04/2020,Saithe,50,50,37
Stromness,26/04/2020,Whelks,2925,2925,3105
Stromness,03/05/2020,Crabs (C.P.Mixed Sexes),4349,4349,6018
Stromness,03/05/2020,Crabs - Velvet (Swim),15,15,33.5
Stromness,03/05/2020,Green Crab,316,316,284.4
